,image_id,strip_id,sensor_id,date,time,cloud_percent,item_type,image_geom,image_coords,image_area,aoi_coverage
36,20230417_153716_59_249a,6442172,PSB.SD,4/17/2023,15:37:16,0,PSScene,"[[[-78.85994876481726, 34.967797724197226], [-78.90460517266051, 34.792045230902936], [-78.5477185604163, 34.730553725632035], [-78.50256951892187, 34.904925571814935], [-78.85994876481726, 34.967797724197226]]]","[[-78.85994876481726, 34.967797724197226], [-78.90460517266051, 34.792045230902936], [-78.5477185604163, 34.730553725632035], [-78.50256951892187, 34.904925571814935], [-78.85994876481726, 34.967797724197226]]","POLYGON ((-78.85994876481726 34.967797724197226, -78.90460517266051 34.792045230902936, -78.5477185604163 34.730553725632035, -78.50256951892187 34.904925571814935, -78.85994876481726 34.967797724197226))",100
37,20230416_154224_57_2254,6440050,PSB.SD,4/16/2023,15:42:24,23,PSScene,"[[[-79.00597921256347, 34.865498530806896], [-79.05060208226709, 34.68670213134136], [-78.68839615304648, 34.62511711055781], [-78.64318982854171, 34.80264302003281], [-79.00597921256347, 34.865498530806896]]]","[[-79.00597921256347, 34.865498530806896], [-79.05060208226709, 34.68670213134136], [-78.68839615304648, 34.62511711055781], [-78.64318982854171, 34.80264302003281], [-79.00597921256347, 34.865498530806896]]","POLYGON ((-79.00597921256347 34.865498530806896, -79.05060208226709 34.68670213134136, -78.68839615304648 34.62511711055781, -78.64318982854171 34.80264302003281, -79.00597921256347 34.865498530806896))",49.71603623
38,20230415_153856_04_248f,6437287,PSB.SD,4/15/2023,15:38:56,7,PSScene,"[[[-78.97155549460737, 34.92098297652572], [-79.0160742066201, 34.74689985718812], [-78.66345073751208, 34.68506950592719], [-78.61811904063029, 34.85865321224553], [-78.97155549460737, 34.92098297652572]]]","[[-78.97155549460737, 34.92098297652572], [-79.0160742066201, 34.74689985718812], [-78.66345073751208, 34.68506950592719], [-78.61811904063029, 34.85865321224553], [-78.97155549460737, 34.92098297652572]]","POLYGON ((-78.97155549460737 34.92098297652572, -79.0160742066201 34.74689985718812, -78.66345073751208 34.68506950592719, -78.61811904063029 34.85865321224553, -78.97155549460737 34.92098297652572))",100
39,20230413_145947_76_2460,6432651,PSB.SD,4/13/2023,14:59:47,0,PSScene,"[[[-78.9817528554735, 34.94441091088473], [-79.02825885222427, 34.7685025694899], [-78.66936831410902, 34.702975452378766], [-78.62164029186108, 34.879746446861546], [-78.9817528554735, 34.94441091088473]]]","[[-78.9817528554735, 34.94441091088473], [-79.02825885222427, 34.7685025694899], [-78.66936831410902, 34.702975452378766], [-78.62164029186108, 34.879746446861546], [-78.9817528554735, 34.94441091088473]]","POLYGON ((-78.9817528554735 34.94441091088473, -79.02825885222427 34.7685025694899, -78.66936831410902 34.702975452378766, -78.62164029186108 34.879746446861546, -78.9817528554735 34.94441091088473))",100
40,20230412_153936_44_2482,6430166,PSB.SD,4/12/2023,15:39:36,0,PSScene,"[[[-78.84475421940267, 34.83853703897492], [-78.88967497842972, 34.664656313850784], [-78.53679227300857, 34.6016063570216], [-78.49079648458869, 34.77598608072042], [-78.84475421940267, 34.83853703897492]]]","[[-78.84475421940267, 34.83853703897492], [-78.88967497842972, 34.664656313850784], [-78.53679227300857, 34.6016063570216], [-78.49079648458869, 34.77598608072042], [-78.84475421940267, 34.83853703897492]]","POLYGON ((-78.84475421940267 34.83853703897492, -78.88967497842972 34.664656313850784, -78.53679227300857 34.6016063570216, -78.49079648458869 34.77598608072042, -78.84475421940267 34.83853703897492))",69.78783813
41,20230412_153934_29_2482,6430166,PSB.SD,4/12/2023,15:39:34,0,PSScene,"[[[-78.8092201872611, 34.97349311648152], [-78.8542343110353, 34.79962968603699], [-78.50080098276156, 34.73653156066777], [-78.45468945103025, 34.91090665418371], [-78.8092201872611, 34.97349311648152]]]","[[-78.8092201872611, 34.97349311648152], [-78.8542343110353, 34.79962968603699], [-78.50080098276156, 34.73653156066777], [-78.45468945103025, 34.91090665418371], [-78.8092201872611, 34.97349311648152]]","POLYGON ((-78.8092201872611 34.97349311648152, -78.8542343110353 34.79962968603699, -78.50080098276156 34.73653156066777, -78.45468945103025 34.91090665418371, -78.8092201872611 34.97349311648152))",100
42,20230411_150517_99_24c3,6427746,PSB.SD,4/11/2023,15:05:17,0,PSScene,"[[[-78.90947840216272, 34.85302031718071], [-78.95749263124107, 34.666419153091105], [-78.57973185703193, 34.60000989184686], [-78.53110518350023, 34.78571925542102], [-78.90947840216272, 34.85302031718071]]]","[[-78.90947840216272, 34.85302031718071], [-78.95749263124107, 34.666419153091105], [-78.57973185703193, 34.60000989184686], [-78.53110518350023, 34.78571925542102], [-78.90947840216272, 34.85302031718071]]","POLYGON ((-78.90947840216272 34.85302031718071, -78.95749263124107 34.666419153091105, -78.57973185703193 34.60000989184686, -78.53110518350023 34.78571925542102, -78.90947840216272 34.85302031718071))",100
43,20230411_150515_66_24c3,6427746,PSB.SD,4/11/2023,15:05:15,0,PSScene,"[[[-78.87159656517824, 34.99888566896018], [-78.91975749295982, 34.81229615361181], [-78.54132771535609, 34.74581237896356], [-78.49257525307176, 34.93149401804461], [-78.87159656517824, 34.99888566896018]]]","[[-78.87159656517824, 34.99888566896018], [-78.91975749295982, 34.81229615361181], [-78.54132771535609, 34.74581237896356], [-78.49257525307176, 34.93149401804461], [-78.87159656517824, 34.99888566896018]]","POLYGON ((-78.87159656517824 34.99888566896018, -78.91975749295982 34.81229615361181, -78.54132771535609 34.74581237896356, -78.49257525307176 34.93149401804461, -78.87159656517824 34.99888566896018))",100
44,20230411_153759_17_248f,6427206,PSB.SD,4/11/2023,15:37:59,0,PSScene,"[[[-78.82373800914829, 34.962813503478216], [-78.86816103775686, 34.78859101697766], [-78.51507945480945, 34.726940948332036], [-78.4698340989963, 34.900526832752604], [-78.82373800914829, 34.962813503478216]]]","[[-78.82373800914829, 34.962813503478216], [-78.86816103775686, 34.78859101697766], [-78.51507945480945, 34.726940948332036], [-78.4698340989963, 34.900526832752604], [-78.82373800914829, 34.962813503478216]]","POLYGON ((-78.82373800914829 34.962813503478216, -78.86816103775686 34.78859101697766, -78.51507945480945 34.726940948332036, -78.4698340989963 34.900526832752604, -78.82373800914829 34.962813503478216))",100
45,20230410_153703_59_2470,6425451,PSB.SD,4/10/2023,15:37:03,0,PSScene,"[[[-78.8012041281532, 34.97076972575456], [-78.84541237022474, 34.79595128654911], [-78.49141035656505, 34.73484806261942], [-78.446465422074, 34.90865810403554], [-78.8012041281532, 34.97076972575456]]]","[[-78.8012041281532, 34.97076972575456], [-78.84541237022474, 34.79595128654911], [-78.49141035656505, 34.73484806261942], [-78.446465422074, 34.90865810403554], [-78.8012041281532, 34.97076972575456]]","POLYGON ((-78.8012041281532 34.97076972575456, -78.84541237022474 34.79595128654911, -78.49141035656505 34.73484806261942, -78.446465422074 34.90865810403554, -78.8012041281532 34.97076972575456))",100
46,20230410_153705_75_2470,6425451,PSB.SD,4/10/2023,15:37:05,0,PSScene,"[[[-78.83576324141634, 34.834567282866026], [-78.87988821225696, 34.65975256742323], [-78.52649806669284, 34.59869310527692], [-78.48160360544581, 34.772504917384], [-78.83576324141634, 34.834567282866026]]]","[[-78.83576324141634, 34.834567282866026], [-78.87988821225696, 34.65975256742323], [-78.52649806669284, 34.59869310527692], [-78.48160360544581, 34.772504917384], [-78.83576324141634, 34.834567282866026]]","POLYGON ((-78.83576324141634 34.834567282866026, -78.87988821225696 34.65975256742323, -78.52649806669284 34.59869310527692, -78.48160360544581 34.772504917384, -78.83576324141634 34.834567282866026))",15.17693352
47,20230220_150426_53_24c5,6301039,PSB.SD,2/20/2023,15:04:26,0,PSScene,"[[[-78.83290049712805, 34.87800859316709], [-78.88107397471309, 34.68854498555527], [-78.49720281267827, 34.62189512988518], [-78.44824884742872, 34.81005954605609], [-78.83290049712805, 34.87800859316709]]]","[[-78.83290049712805, 34.87800859316709], [-78.88107397471309, 34.68854498555527], [-78.49720281267827, 34.62189512988518], [-78.44824884742872, 34.81005954605609], [-78.83290049712805, 34.87800859316709]]","POLYGON ((-78.83290049712805 34.87800859316709, -78.88107397471309 34.68854498555527, -78.49720281267827 34.62189512988518, -78.44824884742872 34.81005954605609, -78.83290049712805 34.87800859316709))",100
48,20230220_150424_13_24c5,6301039,PSB.SD,2/20/2023,15:04:24,0,PSScene,"[[[-78.7943815074893, 35.0279636973225], [-78.84271890397238, 34.838576343815404], [-78.45812980967527, 34.77185956926665], [-78.4090484930058, 34.95995035305238], [-78.7943815074893, 35.0279636973225]]]","[[-78.7943815074893, 35.0279636973225], [-78.84271890397238, 34.838576343815404], [-78.45812980967527, 34.77185956926665], [-78.4090484930058, 34.95995035305238], [-78.7943815074893, 35.0279636973225]]","POLYGON ((-78.7943815074893 35.0279636973225, -78.84271890397238 34.838576343815404, -78.45812980967527 34.77185956926665, -78.4090484930058 34.95995035305238, -78.7943815074893 35.0279636973225))",20.13558588
49,20230222_150834_45_24b9,6305630,PSB.SD,2/22/2023,15:08:34,0,PSScene,"[[[-78.95361158769802, 34.9330251035234], [-79.00330102158452, 34.744277127899714], [-78.61851210586023, 34.67391403423844], [-78.5670055227655, 34.86353554779422], [-78.95361158769802, 34.9330251035234]]]","[[-78.95361158769802, 34.9330251035234], [-79.00330102158452, 34.744277127899714], [-78.61851210586023, 34.67391403423844], [-78.5670055227655, 34.86353554779422], [-78.95361158769802, 34.9330251035234]]","POLYGON ((-78.95361158769802 34.9330251035234, -79.00330102158452 34.744277127899714, -78.61851210586023 34.67391403423844, -78.5670055227655 34.86353554779422, -78.95361158769802 34.9330251035234))",100
50,20230222_145647_01_2442,6306109,PSB.SD,2/22/2023,14:56:47,0,PSScene,"[[[-78.8540561778895, 34.93777858574106], [-78.89908203373268, 34.759183865292314], [-78.53660018259207, 34.69725605685338], [-78.49117837823565, 34.87441167167322], [-78.8540561778895, 34.93777858574106]]]","[[-78.8540561778895, 34.93777858574106], [-78.89908203373268, 34.759183865292314], [-78.53660018259207, 34.69725605685338], [-78.49117837823565, 34.87441167167322], [-78.8540561778895, 34.93777858574106]]","POLYGON ((-78.8540561778895 34.93777858574106, -78.89908203373268 34.759183865292314, -78.53660018259207 34.69725605685338, -78.49117837823565 34.87441167167322, -78.8540561778895 34.93777858574106))",100
51,20230402_145850_84_2430,6403273,PSB.SD,4/2/2023,14:58:50,0,PSScene,"[[[-78.81473287644607, 34.89202078100514], [-78.85937262413981, 34.713930037959464], [-78.49834077904309, 34.652199150344416], [-78.45286623811533, 34.82883628450842], [-78.81473287644607, 34.89202078100514]]]","[[-78.81473287644607, 34.89202078100514], [-78.85937262413981, 34.713930037959464], [-78.49834077904309, 34.652199150344416], [-78.45286623811533, 34.82883628450842], [-78.81473287644607, 34.89202078100514]]","POLYGON ((-78.81473287644607 34.89202078100514, -78.85937262413981 34.713930037959464, -78.49834077904309 34.652199150344416, -78.45286623811533 34.82883628450842, -78.81473287644607 34.89202078100514))",100
52,20230402_150924_02_24af,6402899,PSB.SD,4/2/2023,15:09:24,0,PSScene,"[[[-79.03580049844193, 34.96047902429944], [-79.08660833828046, 34.772175267703695], [-78.7020026870494, 34.70025577102446], [-78.64966165326449, 34.88973350561117], [-79.03580049844193, 34.96047902429944]]]","[[-79.03580049844193, 34.96047902429944], [-79.08660833828046, 34.772175267703695], [-78.7020026870494, 34.70025577102446], [-78.64966165326449, 34.88973350561117], [-79.03580049844193, 34.96047902429944]]","POLYGON ((-79.03580049844193 34.96047902429944, -79.08660833828046 34.772175267703695, -78.7020026870494 34.70025577102446, -78.64966165326449 34.88973350561117, -79.03580049844193 34.96047902429944))",100
53,20230328_153614_46_2478,6391248,PSB.SD,3/28/2023,15:36:14,0,PSScene,"[[[-78.96386257884784, 34.859789050848796], [-79.00802896034905, 34.68341853714674], [-78.65026951302171, 34.622322301359524], [-78.6054949490014, 34.79749185275713], [-78.96386257884784, 34.859789050848796]]]","[[-78.96386257884784, 34.859789050848796], [-79.00802896034905, 34.68341853714674], [-78.65026951302171, 34.622322301359524], [-78.6054949490014, 34.79749185275713], [-78.96386257884784, 34.859789050848796]]","POLYGON ((-78.96386257884784 34.859789050848796, -79.00802896034905 34.68341853714674, -78.65026951302171 34.622322301359524, -78.6054949490014 34.79749185275713, -78.96386257884784 34.859789050848796))",83.00624046
54,20230328_153612_30_2478,6391248,PSB.SD,3/28/2023,15:36:12,0,PSScene,"[[[-78.92953715744837, 34.99605081343704], [-78.97383896513139, 34.81969838681793], [-78.61550556621955, 34.758533385104926], [-78.57060887297862, 34.933686167855136], [-78.92953715744837, 34.99605081343704]]]","[[-78.92953715744837, 34.99605081343704], [-78.97383896513139, 34.81969838681793], [-78.61550556621955, 34.758533385104926], [-78.57060887297862, 34.933686167855136], [-78.92953715744837, 34.99605081343704]]","POLYGON ((-78.92953715744837 34.99605081343704, -78.97383896513139 34.81969838681793, -78.61550556621955 34.758533385104926, -78.57060887297862 34.933686167855136, -78.92953715744837 34.99605081343704))",100
55,20230321_153713_27_249e,6374420,PSB.SD,3/21/2023,15:37:13,0,PSScene,"[[[-78.95951370767497, 34.890738134391], [-79.00417018740822, 34.71405288245974], [-78.64628571960185, 34.652421664492714], [-78.60102616384467, 34.827884022720184], [-78.95951370767497, 34.890738134391]]]","[[-78.95951370767497, 34.890738134391], [-79.00417018740822, 34.71405288245974], [-78.64628571960185, 34.652421664492714], [-78.60102616384467, 34.827884022720184], [-78.95951370767497, 34.890738134391]]","POLYGON ((-78.95951370767497 34.890738134391, -79.00417018740822 34.71405288245974, -78.64628571960185 34.652421664492714, -78.60102616384467 34.827884022720184, -78.95951370767497 34.890738134391))",100
56,20230321_153711_07_249e,6374420,PSB.SD,3/21/2023,15:37:11,0,PSScene,"[[[-78.92478700068274, 35.02908030748183], [-78.96949709104572, 34.85239545391244], [-78.61102867465071, 34.790805667070344], [-78.56562004691715, 34.96622624093816], [-78.92478700068274, 35.02908030748183]]]","[[-78.92478700068274, 35.02908030748183], [-78.96949709104572, 34.85239545391244], [-78.61102867465071, 34.790805667070344], [-78.56562004691715, 34.96622624093816], [-78.92478700068274, 35.02908030748183]]","POLYGON ((-78.92478700068274 35.02908030748183, -78.96949709104572 34.85239545391244, -78.61102867465071 34.790805667070344, -78.56562004691715 34.96622624093816, -78.92478700068274 35.02908030748183))",100
57,20230319_150837_37_24c4,6368835,PSB.SD,3/19/2023,15:08:37,0,PSScene,"[[[-79.09302896919289, 35.02104479252806], [-79.14325887959387, 34.831618848040165], [-78.75756476409269, 34.761271039479524], [-78.70632377660722, 34.95129946086318], [-79.09302896919289, 35.02104479252806]]]","[[-79.09302896919289, 35.02104479252806], [-79.14325887959387, 34.831618848040165], [-78.75756476409269, 34.761271039479524], [-78.70632377660722, 34.95129946086318], [-79.09302896919289, 35.02104479252806]]","POLYGON ((-79.09302896919289 35.02104479252806, -79.14325887959387 34.831618848040165, -78.75756476409269 34.761271039479524, -78.70632377660722 34.95129946086318, -79.09302896919289 35.02104479252806))",100
58,20230319_153519_98_2483,6368688,PSB.SD,3/19/2023,15:35:19,0,PSScene,"[[[-78.80032860223731, 34.93026493124127], [-78.8451778172984, 34.753045674266204], [-78.48592346344896, 34.69111903612566], [-78.4405827890655, 34.8674095333321], [-78.80032860223731, 34.93026493124127]]]","[[-78.80032860223731, 34.93026493124127], [-78.8451778172984, 34.753045674266204], [-78.48592346344896, 34.69111903612566], [-78.4405827890655, 34.8674095333321], [-78.80032860223731, 34.93026493124127]]","POLYGON ((-78.80032860223731 34.93026493124127, -78.8451778172984 34.753045674266204, -78.48592346344896 34.69111903612566, -78.4405827890655 34.8674095333321, -78.80032860223731 34.93026493124127))",99.67451662
59,20230317_153816_96_2498,6364119,PSB.SD,3/17/2023,15:38:16,12,PSScene,"[[[-79.0683913676654, 35.04930959603639], [-79.11368540667063, 34.87253149410392], [-78.75518357244749, 34.80980552607166], [-78.70910902208561, 34.98595564952245], [-79.0683913676654, 35.04930959603639]]]","[[-79.0683913676654, 35.04930959603639], [-79.11368540667063, 34.87253149410392], [-78.75518357244749, 34.80980552607166], [-78.70910902208561, 34.98595564952245], [-79.0683913676654, 35.04930959603639]]","POLYGON ((-79.0683913676654 35.04930959603639, -79.11368540667063 34.87253149410392, -78.75518357244749 34.80980552607166, -78.70910902208561 34.98595564952245, -79.0683913676654 35.04930959603639))",100
